"trend","lci","uci","percent_change","p_ch_lci","p_ch_uci","prob_decline","prob_decline_GT30","prob_decline_GT50","prob_decline_GT70","mean_abundance","mean_observed","mean_n_surveys","region","centered_log_trend","centered_log_trend_lci","centered_log_trend_uci","start_year","end_year","species","region_type","trend_type","parameter"
-0.803703781965677,-6.69747236546684,4.37044078379666,-8.05259890196927,-64.6490267408112,89.9602655272392,0.588125,0.275,0.1040625,0.0153125,203.494384868433,25.4182568101174,61.625,"Composite",NA,NA,NA,2004,2019,"American Avocet","hex_name","15-year","nsmooth"
-7.0067483749891,-14.3773556663603,-0.219585158135676,-65.6184542472444,-90.253929572532,-3.24362553025393,0.9796875,0.906875,0.7453125,0.41125,9.90684942988281,6.49976127673496,12.1666666666667,"-1194960_-576954",-0.0649319287679205,-0.138741561959184,0.00235582190100314,2004,2019,"American Avocet","hex_name","15-year","nsmooth"
-1.83814501033694,-8.73043784996648,4.44045958207458,-21.0558913452643,-74.5967304548871,91.8808432706258,0.69875,0.4146875,0.2034375,0.0465625,942.807036130859,402.185795454545,6.25,"-144960_-317147",-0.0106507316027772,-0.0550646793734957,0.0191745980081035,2004,2019,"American Avocet","hex_name","15-year","nsmooth"
1.65543510307999,-3.9379450018825,6.79321128387685,30.7735075241305,-45.2633649389551,168.012281492949,0.27875,0.0809375,0.0178125,0.0025,4.99699690474609,5.58341254529285,21.7,"-144960_-836762",0.0245245414116818,-0.0247986009202818,0.0734381308834835,2004,2019,"American Avocet","hex_name","15-year","nsmooth"
-0.757536516627702,-7.3382930437663,5.02394789392104,-8.60596903491086,-68.1210067152913,108.605183858433,0.5790625,0.2878125,0.1246875,0.0190625,1220.73725076953,93.6,5,"-294960_-57339",0.000366544741979789,-0.0345280282481755,0.0264061766147665,2004,2019,"American Avocet","hex_name","15-year","nsmooth"
-0.44245390361111,-7.815132799232,6.20846353619614,-4.01058256812586,-70.4950730198341,146.823753799892,0.53875,0.2803125,0.1290625,0.02625,166.828239327344,3.54166666666667,8,"-894960_-576954",0.00339911726726361,-0.051817418573103,0.0536510025951433,2004,2019,"American Avocet","hex_name","15-year","nsmooth"
0.521302325936588,-7.33147476301171,8.47478338342345,8.25900850493235,-68.0858129494121,238.791028040201,0.445,0.23125,0.103125,0.0190625,0.09442038750625,0.309343434343434,9.33333333333333,"1055040_202469",0.0129109897513893,-0.0593195651120405,0.0954587818861403,2004,2019,"American Avocet","hex_name","15-year","nsmooth"
1.14932552799052,-7.14192507680025,9.86532077791324,18.6365858672359,-67.0924370177145,310.118765031108,0.398125,0.205,0.09375,0.01875,60.2236521520508,72.3333333333333,3,"1355040_-1356377",0.0190144429510516,-0.0596626488682921,0.104367700476324,2004,2019,"American Avocet","hex_name","15-year","nsmooth"
1.05243570970347,-6.59789662396231,9.80903729846179,12.9670852101178,-64.0788742949816,306.978307673101,0.4128125,0.1965625,0.0746875,0.0103125,3.36681888783203,0.168204365079365,20.3333333333333,"1655040_202469",0.0181519159931952,-0.0507749081163028,0.110305348596271,2004,2019,"American Avocet","hex_name","15-year","nsmooth"
-5.35030610868715,-11.8969044356844,2.30511611054771,-57.6601285503206,-85.0422056209647,40.7538554754947,0.9190625,0.8165625,0.620625,0.2584375,0.0879951719003906,0.601158301158301,21.1428571428571,"1805040_-57339",-0.0472205085029441,-0.117307773077698,0.048503788635397,2004,2019,"American Avocet","hex_name","15-year","nsmooth"
