"species","start_year","end_year","trend_type","region","trend","lci","uci","percent_change","p_ch_lci","p_ch_uci","prob_decline","prob_decline_GT30","prob_decline_GT50","prob_decline_GT70","mean_abundance","mean_observed","mean_n_surveys","centered_log_trend","centered_log_trend_lci","centered_log_trend_uci","region_type"
"Hudsonian Godwit",2004,2019,"15-year","2405040_981891",-13.2468729724372,-22.0117762313962,-3.72122687853848,-88.4708737403741,-97.598760258507,-43.3815190935379,0.9978125,0.9884375,0.965,0.8825,0.00224630097468555,0.0130477502629576,32.1333333333333,-0.021431964758516,-0.116189973348953,0.0725381265937464,"hex_name"
"Hudsonian Godwit",2004,2019,"15-year","2555040_1241699",-9.19318074776795,-16.6516911265898,-1.5112724709869,-76.5318602536043,-93.4919340998583,-20.4211064998646,0.990625,0.9634375,0.8996875,0.659375,0.492368483685547,0.809154325206957,9.13333333333333,0.0247805640946136,-0.0482730093840856,0.0907332904058095,"hex_name"
"Hudsonian Godwit",2004,2019,"15-year","2555040_1761314",2.47857775697643,-12.4267162177125,20.2766983889034,37.9629107427788,-86.3360983291596,1494.86009371689,0.4,0.2934375,0.203125,0.105,0.148706010696289,0.338690476190476,4.875,0.143297159143435,-0.000548211612298918,0.275609153334031,"hex_name"
"Hudsonian Godwit",2004,2019,"15-year","2705040_1501507",-5.50498773038021,-19.5576919528108,10.7954542635108,-59.0958657095926,-96.1782008246129,365.403616887082,0.77625,0.6815625,0.5696875,0.396875,0.0264508725706426,0.166666666666667,3.77777777777778,0.0622012859584608,-0.0915857314355611,0.215798387330877,"hex_name"
"Hudsonian Godwit",2004,2019,"15-year","3005040_1501507",-4.22280502870055,-18.5068963921297,12.3415413519041,-51.0495855416162,-95.3568392111892,472.935530048313,0.71125,0.6015625,0.508125,0.3490625,0.0361631001649609,0.0661157024793388,4.81818181818182,0.0754380928251174,-0.0752336045769215,0.231412706429543,"hex_name"
"Hudsonian Godwit",2004,2019,"15-year","605040_462276",-9.91399725543637,-25.1888081948699,6.71148966817139,-79.7967271995886,-98.7132352616338,164.952330334443,0.8878125,0.8253125,0.755,0.6196875,0.000721516711199376,0.0722789115646258,12.3571428571429,0.0135320792951597,-0.169115685700505,0.183623801579785,"hex_name"
"Hudsonian Godwit",2004,2019,"15-year","905040_462276",-5.61770536085603,-18.4776193763092,8.20095058320173,-59.1733555196549,-95.3317635807553,226.186691794684,0.7925,0.6878125,0.5728125,0.3903125,0.0134157640317969,0.172380952380952,19.6,0.061594546102637,-0.0770477324630108,0.195283924193049,"hex_name"
"Hudsonian Godwit",1980,2019,"Long-term","1055040_202469",-4.17478225465656,-9.65042610433135,1.79722071139267,-81.7411724999817,-98.0896266497787,100.309369280351,0.9209375,0.8728125,0.8075,0.6615625,0.0358418632579141,0.111369539634138,23.5454545454545,0.0347686665999946,-0.0210396960236442,0.0916429378675012,"hex_name"
"Hudsonian Godwit",1980,2019,"Long-term","1205040_462276",-6.52951768753192,-10.1668495777639,-2.93284881854693,-92.9141108954949,-98.4723331604298,-68.6801912120623,1,0.9984375,0.9934375,0.971875,0.06094647323875,0.0962902766520573,32.625,0.0101473769412441,-0.0268671581738616,0.0458779253445397,"hex_name"
"Hudsonian Godwit",1980,2019,"Long-term","1355040_722084",-13.8206645505337,-17.3047855256915,-10.3982464649327,-99.6989781539801,-99.9395026800664,-98.6185223850219,1,1,1,1,0.0322169076392803,0.0801185641209206,112.117647058824,-0.0710914542490581,-0.112348326429903,-0.0339298087398596,"hex_name"
"Hudsonian Godwit",1980,2019,"Long-term","1655040_202469",-5.38408451282139,-8.38391420845307,-2.38527567399637,-88.6252862843882,-96.7122590310195,-60.996894877123,0.9996875,0.998125,0.9903125,0.93375,0.35412303903125,0.545891657283482,36.7666666666667,0.0223884436224557,-0.00643441622219861,0.0512243943220735,"hex_name"
"Hudsonian Godwit",1980,2019,"Long-term","1805040_-57339",-19.2026946258339,-23.6935245200107,-15.1263298627784,-99.9746424882011,-99.9973703715316,-99.8332190915285,1,1,1,1,0.533705756369096,1.28930777720445,16.1666666666667,-0.135750844526393,-0.193335577356022,-0.0853045157317218,"hex_name"
"Hudsonian Godwit",1980,2019,"Long-term","1805040_462276",-13.2673214396571,-17.1914760833269,-9.71535718195205,-99.5988934320032,-99.9361842909961,-98.1424458258985,1,1,1,1,0.622442791711961,0.756382834924328,15.1052631578947,-0.0647125883891169,-0.108894366536279,-0.0275375184002809,"hex_name"
"Hudsonian Godwit",1980,2019,"Long-term","1955040_722084",-7.5755250649971,-10.5186473621715,-4.72574646873275,-95.3356903032697,-98.689100573773,-84.8627618730079,1,1,0.9996875,0.99875,0.673197802692188,0.825013294741543,25.6666666666667,-0.00104275532510822,-0.0294170278606774,0.0262766005474593,"hex_name"
"Hudsonian Godwit",1980,2019,"Long-term","2105040_462276",-8.02706912520985,-10.0868903937686,-5.94903421876734,-96.1836429631486,-98.4183961050381,-90.8553492499116,1,1,1,1,13.7097402394141,16.7627900004536,21.4857142857143,-0.00587672336432912,-0.0187773010545293,0.00312233016400816,"hex_name"
