"species","start_year","end_year","trend_type","region","trend","lci","uci","percent_change","p_ch_lci","p_ch_uci","prob_decline","prob_decline_GT30","prob_decline_GT50","prob_decline_GT70","mean_abundance","mean_observed","mean_n_surveys","centered_log_trend","centered_log_trend_lci","centered_log_trend_uci","region_type"
"American Avocet",2004,2019,"15-year","East Inland",-3.17438155601466,-11.5141682530706,3.88514538330955,-35.3170528458571,-84.0372881248853,77.133989026282,0.789166666666667,0.54875,0.34875,0.135833333333333,0.0663925686478594,NA,NA,0.0343432316776481,-0.563662197276017,0.692031796343766,"Region"
"American Avocet",2004,2019,"15-year","Midcontinental",-3.442868992321,-11.7429350378029,3.00346974017818,-36.9251466836938,-84.6452688505642,55.875487107735,0.82125,0.569583333333333,0.357916666666667,0.137916666666667,886.313622024843,NA,NA,-0.00641135760129932,-0.0713318097009648,0.0364196653793334,"Region"
"American Avocet",2004,2019,"15-year","Northeast US Coastal",-3.08318689489358,-11.5139014571879,4.14779169636003,-34.7746714649403,-84.0364883052113,83.9717530980216,0.770833333333333,0.55,0.33875,0.125416666666667,2.6119088722208,NA,NA,0.0479919360148017,-0.7321382465074,0.741650530765253,"Region"
"American Avocet",2004,2019,"15-year","Pacific and Intermountain",-3.15168393812853,-11.3937351591598,4.00908606081799,-34.4357541351693,-83.7082983175708,80.3305975528236,0.783333333333333,0.537916666666667,0.342083333333333,0.134166666666667,119.442804785497,NA,NA,0.0381462251150418,-0.367160236041424,0.505239145840555,"Region"
"American Avocet",2004,2019,"15-year","Southeast Coastal",-3.1439045071929,-11.6008065081523,4.27100931638319,-35.9675201859154,-84.2701425981872,87.263753715674,0.7775,0.562916666666667,0.34125,0.133333333333333,38.3513883282359,NA,NA,0.0388035196090053,-0.703865852500025,0.757792507972243,"Region"
"American Avocet",2004,2019,"15-year","Texas Coastal",-3.76134564582157,-12.0871539239756,3.37034310213126,-40.8494044223354,-85.5194259479946,64.4143603708857,0.845833333333333,0.613333333333333,0.39125,0.161666666666667,30.9743094690547,NA,NA,-0.0566517245602363,-0.694756842363108,0.56114812249992,"Region"
"American Avocet",1980,2019,"Long-term","East Inland",-2.48089526970278,-6.92662984858883,1.56809884290492,-61.3091703995443,-93.9159548884038,83.4576716134393,0.8675,0.763333333333333,0.612083333333333,0.385833333333333,0.0827113837468173,NA,NA,-0.628646220068539,-1.88684583906573,0.636862766838679,"Region"
"American Avocet",1980,2019,"Long-term","Midcontinental",-0.813360452656591,-4.64316197302564,2.5338734432943,-25.3625365171146,-84.3425213050584,165.354954803241,0.646666666666667,0.459166666666667,0.2975,0.125,952.742559154302,NA,NA,0.0356816843856357,-0.0984336887767717,0.172432502347859,"Region"
"American Avocet",1980,2019,"Long-term","Northeast US Coastal",-5.48368039989072,-9.34134977181693,-2.19484797279377,-88.6148542032421,-97.817463577694,-57.916913773535,0.999583333333333,0.99625,0.989166666666667,0.910416666666667,4.3888388176849,NA,NA,-1.84602205059003,-2.94893964624476,-0.788312176378513,"Region"
"American Avocet",1980,2019,"Long-term","Pacific and Intermountain",-1.00660439349847,-5.29186850020138,3.12474845765283,-33.5187514114966,-88.0021485303133,232.011545932987,0.6675,0.52,0.359166666666667,0.185833333333333,126.789659390817,NA,NA,-0.0434963837527079,-1.02092765948801,0.972061331619539,"Region"
"American Avocet",1980,2019,"Long-term","Southeast Coastal",-3.11295366510457,-7.75802298263989,1.45175898579939,-71.1286987975101,-95.7123877669313,75.4380085860866,0.90875,0.822083333333333,0.71125,0.513333333333333,50.197067339289,NA,NA,-0.884254754731448,-2.36106611937458,0.655718514788383,"Region"
"American Avocet",1980,2019,"Long-term","Texas Coastal",0.874987526366114,-4.17517412446009,6.05881712180129,37.2323075594351,-81.0484998389938,891.572331215278,0.363333333333333,0.252083333333333,0.155,0.0670833333333333,29.908435053367,NA,NA,0.687569895566068,-0.77089391696883,2.26170871838005,"Region"
"American Avocet",2005,2019,"Recent-three-generation","East Inland",-3.23069950615372,-12.0451117368784,4.30448952853923,-33.7913392370212,-83.4178866227459,80.4022845989193,0.7775,0.535833333333333,0.330833333333333,0.124166666666667,0.0653905972935829,NA,NA,0.0379155755860415,-0.554375437331705,0.673536300450403,"Region"
"American Avocet",2005,2019,"Recent-three-generation","Midcontinental",-3.54235385665062,-12.2555708176106,3.22064338431179,-35.5971321847893,-83.9647910123921,55.8590457348124,0.816666666666667,0.558333333333333,0.345,0.130416666666667,872.811654468911,NA,NA,-0.00631995209662686,-0.0703832267037682,0.0362709103298149,"Region"
"American Avocet",2005,2019,"Recent-three-generation","Northeast US Coastal",-3.09009945030305,-12.0601770922082,4.4979792321781,-33.0738056435285,-83.457610901041,85.1444817893822,0.760833333333333,0.53,0.320416666666667,0.1175,2.56816640502119,NA,NA,0.0577771199888263,-0.699107798054019,0.737944127409861,"Region"
"American Avocet",2005,2019,"Recent-three-generation","Pacific and Intermountain",-3.2363263917031,-11.9644266228555,4.34066364298176,-33.1784453746197,-83.2036498324646,81.2801866609561,0.778333333333333,0.530416666666667,0.328333333333333,0.124583333333333,117.849181007872,NA,NA,0.0373979093137035,-0.358172445053467,0.499877329228682,"Region"
"American Avocet",2005,2019,"Recent-three-generation","Southeast Coastal",-3.18799549020553,-12.0548864949552,4.75622840788621,-34.5591346245032,-83.4436622575368,91.6543160726586,0.768333333333333,0.549583333333333,0.3275,0.1225,37.770315815852,NA,NA,0.043822685256201,-0.685186359498997,0.739300544206514,"Region"
