"species","start_year","end_year","trend_type","trend","lci","uci","percent_change","p_ch_lci","p_ch_uci","prob_decline","prob_decline_GT30","prob_decline_GT50","prob_decline_GT70","mean_abundance","mean_observed","mean_n_surveys"
"American Golden-Plover",1980,1995,"First-15-year",-1.51128382453058,-4.90071778485681,2.17388320535491,-21.0718868412184,-52.9392780634613,38.0697646021068,0.796666666666667,0.333333333333333,0.0491666666666667,0.000416666666666667,0.408079719323558,0.544427634642002,708.8125
"American Golden-Plover",2006,2019,"Recent-three-generation",-8.17382273015654,-12.8837985050875,-3.65252372583969,-67.2912299616492,-83.3549042514661,-38.3512234580608,0.999166666666667,0.99,0.892083333333333,0.382916666666667,0.156940589281123,0.749668269266276,433.357142857143
"American Golden-Plover",1993,2006,"Previous-three-generation",-3.47845615476955,-5.86905633158091,-1.24870474126257,-36.6604822702302,-54.4465403714509,-15.070921501899,0.999583333333333,0.745833333333333,0.0804166666666667,0,0.309093627085906,0.936370092924134,605.214285714286
"Semipalmated Plover",1980,2019,"Long-term",-0.67841256967005,-1.90468032677744,0.156382185045793,-21.7285420743683,-52.7629038259722,6.28366448247044,0.905416666666667,0.316666666666667,0.0420833333333333,0,8.55980169445295,48.3646484564662,1026.75
"Semipalmated Plover",2004,2019,"15-year",-0.88363293155786,-3.20457451606838,0.82213155303905,-10.2298773117703,-38.6488756666475,13.0675872156031,0.812083333333333,0.0945833333333333,0.0025,0,7.99674450071282,48.3882558056134,922.1875
"Semipalmated Plover",1980,1995,"First-15-year",-0.648288194250123,-2.63037662314438,0.87096399380808,-7.7888150322741,-32.9571678112898,13.8918296418176,0.784166666666667,0.0391666666666667,0.000833333333333333,0,9.09322082147456,46.0586322403518,1033
"Semipalmated Plover",2008,2019,"Recent-three-generation",-0.969224062410439,-3.86066921653526,1.26242959475923,-8.23123482693521,-35.1496920152314,14.7973269173728,0.787083333333333,0.06,0.000416666666666667,0,7.86655756801185,35.7189378398777,922.833333333333
"Semipalmated Plover",1997,2008,"Previous-three-generation",-0.485298950792924,-1.74525352082294,0.392294103768719,-4.34114044537769,-17.6072599697481,4.40088179539449,0.83375,0,0,0,8.50207152724852,64.690835604877,1144.58333333333
"Piping Plover",1980,2019,"Long-term",-2.03351562280387,-4.06635648900329,-0.0275109402496514,-54.6465317511943,-80.1907949537562,-1.06733714234311,0.97625,0.86375,0.594166666666667,0.167083333333333,1.35334808241991,2.24378906342708,273.4
"Piping Plover",2004,2019,"15-year",-3.29658725478607,-7.62474324570321,1.11102542895396,-39.7531454662841,-69.5676909193034,18.0260092900385,0.927916666666667,0.664166666666667,0.292083333333333,0.0216666666666667,1.01570696703191,2.13423236553118,245.1875
