"trend","lci","uci","percent_change","p_ch_lci","p_ch_uci","mean_abundance","mean_observed","mean_n_surveys","region","start_year","end_year","species","region_type","trend_type","parameter"
-2.11430057108059,-6.79931652726969,2.74551134815185,-27.9526761643411,-65.2234510404334,50.1214949605023,29.2219081822973,47.215269510582,12.6875,"2555040_1241699",2004,2019,"Black-bellied Plover","hex_name","15-year","nsmooth"
-10.0508031730455,-15.8944910298691,-4.50085197462285,-79.4899023726501,-92.5463901105413,-49.8821471011271,3.07397714135265,3.83345656631947,22.0714285714286,"2555040_1761314",2004,2019,"Black-bellied Plover","hex_name","15-year","nsmooth"
-4.14340356365657,-9.3326899735593,1.2893032899039,-47.3917415221923,-76.9982402383841,21.1863657632977,16.3587605283367,27.0205433455433,8.28571428571429,"2705040_1501507",2004,2019,"Black-bellied Plover","hex_name","15-year","nsmooth"
-3.56154193762729,-9.54973440781325,2.68447167875926,-41.8001229623803,-77.8104881507225,48.7892679132399,1.54362783535268,1.52425366907897,16.2142857142857,"2855040_1761314",2004,2019,"Black-bellied Plover","hex_name","15-year","nsmooth"
-2.46971713292967,-7.06373135505083,2.13365425857738,-31.2278716968209,-66.6743615568032,37.2565462211454,3.23392827017996,4.57713012545363,39.7333333333333,"3005040_1501507",2004,2019,"Black-bellied Plover","hex_name","15-year","nsmooth"
-2.62383781435828,-9.59491021622634,4.95282871384394,-32.7846261539753,-77.9761467541964,106.496276400824,0.104138500082859,0.117328042328042,4.66666666666667,"455040_-317147",2004,2019,"Black-bellied Plover","hex_name","15-year","nsmooth"
-4.69859864278371,-13.9458821938059,5.3294435900237,-52.6724299097473,-89.490632342768,117.894792380645,280.859036377126,16.5,2,"5040_-1096569",2004,2019,"Black-bellied Plover","hex_name","15-year","nsmooth"
-1.08661267938346,-6.33130420103876,4.49873840278676,-15.1316700963709,-62.5098565019294,93.4932011871849,0.274146184620934,0.972715379858237,12.3571428571429,"605040_462276",2004,2019,"Black-bellied Plover","hex_name","15-year","nsmooth"
0.689854805525465,-8.60252321325894,11.385507953373,5.54324849303738,-74.0574171960453,403.999799339341,5.83751016353113,0,2,"905040_-1096569",2004,2019,"Black-bellied Plover","hex_name","15-year","nsmooth"
-6.71885501841892,-13.6667537385909,0.648898568953647,-65.1197995755884,-88.967572378804,10.1882814292457,0.480860947713635,0.730497835497836,19.6,"905040_462276",2004,2019,"Black-bellied Plover","hex_name","15-year","nsmooth"
-2.92133216692858,-4.811797786203,-0.523301407032554,-69.9359756175551,-85.3869164889398,-18.5045797556478,36.2645543285758,28.9110398580759,905.175,"Composite",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
1.08219628408106,-3.45584938570456,5.90323385733612,51.6991502993814,-74.6304456085276,836.396380673056,1.42875553952363,3.77636483886484,9.75,"-144960_-317147",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-2.15853381771978,-5.45134665433607,1.33485099383597,-57.6121524116719,-88.765375177505,67.7238419488644,0.23301217588539,0.545943482781772,34.1470588235294,"-144960_-836762",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-4.99439146404888,-9.62668842460311,-0.429694133430292,-86.6399763207664,-98.0699537302679,-15.4596750063657,1.46940991983638,4.22389002404365,27.4090909090909,"-1944960_1241699",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-1.85317060133105,-5.85039096107274,2.10819586617807,-51.6760823575545,-90.4737418907824,125.612687252807,1.44223231235259,19.1447780776728,14,"-294960_-57339",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-1.86498824490245,-4.92947860093945,1.4165588417437,-52.3763344695808,-86.0751930925528,73.0796318147183,0.562096668552742,3.69218258650144,36.8620689655172,"1055040_202469",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
7.20054016728304,1.83831512069878,13.0294140086952,1325.09871251301,103.487161819275,11770.4617327601,25.9859163520881,15.8731424213042,7.61538461538461,"1205040_-1096569",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-3.75145493319857,-5.5785255613616,-1.95236617540336,-77.3857334738755,-89.3399205404717,-53.6502200264876,0.694191281574516,0.995399115531259,121.051282051282,"1205040_462276",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
0.87541197350102,-4.14319498554635,6.12225195499591,33.0636853099555,-80.8002739129877,914.96683426134,18.2733964756972,7.26553205477462,11.04,"1355040_-1356377",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
1.08442471112784,-3.5809624174102,5.85373753020088,51.3857077329432,-75.8815415799477,819.480074940813,24.4167742906903,13.3779224315989,10.6,"1355040_-836762",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-1.2834577593758,-2.62447491322105,0.0743320891114964,-39.5288587291203,-64.5560030382009,2.94028178587087,0.87789502866141,3.1187333442608,137.529411764706,"1355040_722084",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-5.19599367082128,-8.97793299458089,-1.2982638268979,-87.4241542211683,-97.4489340549286,-39.9287180081512,16.1156557970508,4.91218504974161,12.0769230769231,"1505040_-576954",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-2.98446324736652,-6.92057637235142,1.21465134009943,-68.9257875288869,-93.9005070975195,60.1371084845819,0.14906891279479,0.261091181545727,26.5454545454545,"1505040_462276",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-6.90994704766245,-11.016404545797,-2.44947072174933,-94.0378746548363,-98.9453892743637,-61.9849493690821,74.9027839086364,64.7529790425563,19.6818181818182,"1655040_-317147",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-1.25042382060625,-3.74398284478083,1.40242776037011,-39.4010110259538,-77.4218882549636,72.1415783298179,17.0934854088098,91.4742711001153,29.5,"1655040_202469",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-4.84145659214816,-6.76904069196755,-2.98429457211842,-85.5894316450756,-93.5010076793994,-69.3210995055284,91.8756785750379,63.1464456952588,16.1666666666667,"1805040_-57339",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-0.422851320409712,-2.39089622236023,1.63423074488476,-14.9534743214511,-61.0844937035696,88.1742456171468,10.0536527501998,9.56283923198596,48.025,"1805040_462276",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-4.43422686980668,-6.6003579452305,-2.3258489483323,-82.9536761603113,-93.026299980849,-60.060169335427,12.0103421927208,29.1851325892131,45.9473684210526,"1955040_722084",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-4.49408078377215,-6.17560886335808,-2.88531327293773,-83.242347352422,-91.6763379051881,-68.0764165621609,340.694868168214,273.647766246668,48.7297297297297,"2105040_462276",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-11.5716454044888,-13.3020703214119,-9.87887144484653,-99.1718817610277,-99.6177562930321,-98.2692342573535,22.4203351439911,28.8415158614652,76.025641025641,"2105040_981891",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-4.06316607108102,-5.63415163149582,-2.43568916441105,-80.1843716101593,-89.5821247733856,-61.7749311745209,20.1291960381325,19.7902621826542,80.8461538461538,"2255040_1241699",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-3.23622274511639,-5.45084195738928,-1.01419295430862,-72.5045409553368,-88.7630365447851,-32.8038777433414,53.615217108432,29.7204717168673,23.974358974359,"2255040_722084",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-5.32468958886051,-6.81282080390914,-3.80883173202012,-88.1586748874887,-93.6189745159304,-78.0075891168319,37.1155244451343,32.19185137873,88.35,"2405040_981891",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-1.39102040553771,-4.32283166553196,1.72115544440588,-42.3847081659165,-82.1546664787021,94.5539849833732,30.2397928295824,34.2533037937357,11.2894736842105,"2555040_1241699",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-5.76042863956492,-8.9356010864556,-2.59332456955064,-90.0511472142022,-97.4022537598768,-64.1110868777783,4.73446759359562,7.26583892584549,17.1333333333333,"2555040_1761314",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-3.37779775651079,-6.38868843127062,-0.306218189312096,-74.1760464313509,-92.3826301372074,-11.2731103104446,20.8268739431544,25.9867190679691,6.875,"2705040_1501507",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-3.00782838458218,-5.77765551713198,-0.148197521309205,-69.4969746750977,-90.1824674615052,-5.61989400179934,1.91062766715594,1.61953047230272,17.8,"2855040_1761314",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-0.691291615773322,-3.59664535933792,2.26537788657665,-24.3085840256013,-76.0340991949714,139.561195469955,3.24280675365522,4.83264861952796,31.6153846153846,"3005040_1501507",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-2.35696933166091,-5.7146377118332,1.26320350448115,-61.2951646668371,-89.9231043458038,63.1605067953323,0.137515499491649,0.415407302691992,15.9545454545455,"455040_-317147",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-0.695458290581339,-5.59648374459925,4.40596862193181,-25.304683355501,-89.4187033562014,437.388045064752,320.53908497383,106.193181818182,5.18181818181818,"5040_-1096569",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
-1.16117278879835,-3.60632418752123,1.23130476445308,-36.8095938199414,-76.127757116545,61.1679086804763,0.332375556961814,1.01447119265815,21.5,"605040_462276",1980,2019,"Black-bellied Plover","hex_name","Long-term","nsmooth"
